model_id,experiment,access,utterance,fit_status,alpha_hat,at_alpha_min_boundary,at_alpha_max_boundary,objective_value,objective,num_alpha_grid_points
meta-llama--Llama-3.2-1B-Instruct,exps_numerical,1,1,ok,0.1,1,0,0.07664836830900956,kl_obs_to_rsa,80
meta-llama--Llama-3.2-1B-Instruct,exps_numerical,2,1,ok,0.1,1,0,0.28420735969085503,kl_obs_to_rsa,80
meta-llama--Llama-3.2-1B-Instruct,exps_numerical,2,2,ok,0.1,1,0,0.3276130046016875,kl_obs_to_rsa,80
meta-llama--Llama-3.2-1B-Instruct,exps_numerical,3,1,ok,0.1,1,0,0.5297709588095719,kl_obs_to_rsa,80
meta-llama--Llama-3.2-1B-Instruct,exps_numerical,3,2,ok,0.1,1,0,0.5832762241324644,kl_obs_to_rsa,80
meta-llama--Llama-3.2-1B-Instruct,exps_numerical,3,3,ok,0.1,1,0,0.4803650469218498,kl_obs_to_rsa,80
meta-llama--Llama-3.2-1B-Instruct,exps_some,1,some,ok,0.1,1,0,0.23006356357745764,kl_obs_to_rsa,80
meta-llama--Llama-3.2-1B-Instruct,exps_some,2,some,ok,0.1,1,0,0.37207533835618,kl_obs_to_rsa,80
meta-llama--Llama-3.2-1B-Instruct,exps_some,3,some,ok,0.1,1,0,0.5552787037059073,kl_obs_to_rsa,80
meta-llama--Llama-3.2-3B-Instruct,exps_numerical,1,1,ok,0.1,1,0,17.552946946853172,kl_obs_to_rsa,80
meta-llama--Llama-3.2-3B-Instruct,exps_numerical,2,1,ok,0.1,1,0,17.571227992215583,kl_obs_to_rsa,80
meta-llama--Llama-3.2-3B-Instruct,exps_numerical,2,2,ok,0.1,1,0,6.788357126162845,kl_obs_to_rsa,80
meta-llama--Llama-3.2-3B-Instruct,exps_numerical,3,1,ok,0.1,1,0,13.272175251666262,kl_obs_to_rsa,80
meta-llama--Llama-3.2-3B-Instruct,exps_numerical,3,2,ok,0.1,1,0,7.67844203272367,kl_obs_to_rsa,80
meta-llama--Llama-3.2-3B-Instruct,exps_numerical,3,3,ok,0.1,1,0,0.0,kl_obs_to_rsa,80
meta-llama--Llama-3.2-3B-Instruct,exps_some,1,some,ok,0.1,1,0,13.458530968271813,kl_obs_to_rsa,80
meta-llama--Llama-3.2-3B-Instruct,exps_some,2,some,ok,0.1,1,0,3.828486969964421,kl_obs_to_rsa,80
meta-llama--Llama-3.2-3B-Instruct,exps_some,3,some,ok,0.1,1,0,2.99754320719778,kl_obs_to_rsa,80
microsoft--Phi-4-mini-instruct,exps_numerical,1,1,ok,0.1,1,0,0.1392071652829162,kl_obs_to_rsa,80
microsoft--Phi-4-mini-instruct,exps_numerical,2,1,ok,0.1,1,0,0.700568572872677,kl_obs_to_rsa,80
microsoft--Phi-4-mini-instruct,exps_numerical,2,2,ok,0.1,1,0,0.06614473691727013,kl_obs_to_rsa,80
microsoft--Phi-4-mini-instruct,exps_numerical,3,1,ok,0.1,1,0,1.6905492073161943,kl_obs_to_rsa,80
microsoft--Phi-4-mini-instruct,exps_numerical,3,2,ok,0.1,1,0,0.1546070239669784,kl_obs_to_rsa,80
microsoft--Phi-4-mini-instruct,exps_numerical,3,3,ok,0.1,1,0,0.338745904598583,kl_obs_to_rsa,80
microsoft--Phi-4-mini-instruct,exps_some,1,some,ok,0.1,1,0,0.09751173503363063,kl_obs_to_rsa,80
microsoft--Phi-4-mini-instruct,exps_some,2,some,ok,0.1,1,0,0.056472047317851284,kl_obs_to_rsa,80
microsoft--Phi-4-mini-instruct,exps_some,3,some,ok,0.1,1,0,0.09480374059628141,kl_obs_to_rsa,80
